filename,width,height,etiqueta,xmin,ymin,xmax,ymax
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-000.jpg,1080,1920,Signature,0,1820,1080,1920
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-000.jpg,1080,1920,Signature,899,1734,912,1749
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-000.jpg,1080,1920,Signature,951,1733,989,1754
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-000.jpg,1080,1920,Signature,918,1716,946,1747
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-000.jpg,1080,1920,Signature,914,1704,957,1716
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-001.jpg,1080,1920,Signature,0,1767,1080,1920
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-001.jpg,1080,1920,Signature,232,1442,306,1463
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-001.jpg,1080,1920,Signature,188,1441,225,1461
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-001.jpg,1080,1920,Signature,892,1440,919,1455
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-001.jpg,1080,1920,Signature,929,1439,979,1457
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-002.jpg,1080,1920,Signature,1065,1838,1080,1920
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-002.jpg,1080,1920,Signature,400,1408,469,1426
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-002.jpg,1080,1920,Signature,307,1408,389,1430
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-002.jpg,1080,1920,Signature,137,1408,231,1425
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-002.jpg,1080,1920,Signature,627,1407,640,1418
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-003.jpg,1080,1920,Signature,139,1636,183,1647
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-003.jpg,1080,1920,Signature,184,1634,235,1646
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-003.jpg,1080,1920,Signature,1066,1467,1080,1920
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-003.jpg,1080,1920,Signature,397,1347,440,1366
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-003.jpg,1080,1920,Signature,463,1346,519,1366
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-004.jpg,1080,1920,Signature,580,1527,677,1547
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-004.jpg,1080,1920,Signature,495,1527,571,1547
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-004.jpg,1080,1920,Signature,602,1482,707,1505
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-004.jpg,1080,1920,Signature,661,1460,733,1481
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-004.jpg,1080,1920,Signature,602,1460,653,1481
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-005.jpg,1080,1920,Signature,509,1721,627,1758
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-005.jpg,1080,1920,Signature,211,1716,262,1739
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-005.jpg,1080,1920,Signature,729,1659,828,1682
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-005.jpg,1080,1920,Signature,657,1658,722,1680
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-005.jpg,1080,1920,Signature,598,1656,650,1676
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-006.jpg,1080,1920,Signature,46,1714,62,1728
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-006.jpg,1080,1920,Signature,87,1617,103,1627
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-006.jpg,1080,1920,Signature,134,1611,151,1626
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-006.jpg,1080,1920,Signature,108,1609,129,1622
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-006.jpg,1080,1920,Signature,151,1559,180,1602
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-007.jpg,1080,1920,Signature,976,1906,1012,1920
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-007.jpg,1080,1920,Signature,968,1882,983,1897
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-007.jpg,1080,1920,Signature,986,1876,1012,1911
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-007.jpg,1080,1920,Signature,1005,1776,1032,1797
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-007.jpg,1080,1920,Signature,635,1766,651,1784
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-008.jpg,1080,1920,Signature,1040,1881,1052,1895
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-008.jpg,1080,1920,Signature,804,1867,1080,1920
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-008.jpg,1080,1920,Signature,895,1859,909,1873
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-008.jpg,1080,1920,Signature,1014,1655,1030,1671
AGN_DFS_C.151_Martinez_Huerta_Maria_de_Lourdes_pg-008.jpg,1080,1920,Signature,914,1653,927,1670
AGN_DFS_C.151_Morales_Lopez_Delia_pg-000.jpg,2592,3456,Signature,2134,3055,2146,3077
AGN_DFS_C.151_Morales_Lopez_Delia_pg-000.jpg,2592,3456,Signature,2055,3053,2066,3080
AGN_DFS_C.151_Morales_Lopez_Delia_pg-000.jpg,2592,3456,Signature,2122,3051,2131,3075
AGN_DFS_C.151_Morales_Lopez_Delia_pg-000.jpg,2592,3456,Signature,2078,3046,2091,3072
AGN_DFS_C.151_Morales_Lopez_Delia_pg-000.jpg,2592,3456,Signature,2153,3044,2167,3069
AGN_DFS_C.151_Morales_Lopez_Delia_pg-001.jpg,2592,3456,Signature,2242,3434,2260,3456
AGN_DFS_C.151_Morales_Lopez_Delia_pg-001.jpg,2592,3456,Signature,981,3307,991,3320
AGN_DFS_C.151_Morales_Lopez_Delia_pg-001.jpg,2592,3456,Signature,1006,3298,1025,3325
AGN_DFS_C.151_Morales_Lopez_Delia_pg-001.jpg,2592,3456,Signature,897,3293,944,3318
AGN_DFS_C.151_Morales_Lopez_Delia_pg-001.jpg,2592,3456,Signature,988,3290,1005,3307
AGN_DFS_C.151_Morales_Lopez_Delia_pg-002.jpg,2592,3456,Signature,1983,3450,2036,3456
AGN_DFS_C.151_Morales_Lopez_Delia_pg-002.jpg,2592,3456,Signature,1947,3450,1973,3456
AGN_DFS_C.151_Morales_Lopez_Delia_pg-002.jpg,2592,3456,Signature,427,3450,538,3456
AGN_DFS_C.151_Morales_Lopez_Delia_pg-002.jpg,2592,3456,Signature,2070,3280,2096,3294
AGN_DFS_C.151_Morales_Lopez_Delia_pg-002.jpg,2592,3456,Signature,2072,3251,2086,3267
AGN_DFS_C.151_Morales_Lopez_Delia_pg-003.jpg,2592,3456,Signature,1849,3446,1884,3456
AGN_DFS_C.151_Morales_Lopez_Delia_pg-003.jpg,2592,3456,Signature,1839,3402,1853,3424
AGN_DFS_C.151_Morales_Lopez_Delia_pg-003.jpg,2592,3456,Signature,1140,3338,1157,3350
AGN_DFS_C.151_Morales_Lopez_Delia_pg-003.jpg,2592,3456,Signature,557,3264,581,3274
AGN_DFS_C.151_Morales_Lopez_Delia_pg-003.jpg,2592,3456,Signature,487,3255,510,3264
AGN_DFS_C.151_Morales_Lopez_Delia_pg-004.jpg,2592,3456,Signature,1223,3339,1241,3364
AGN_DFS_C.151_Morales_Lopez_Delia_pg-004.jpg,2592,3456,Signature,1275,3322,1292,3332
AGN_DFS_C.151_Morales_Lopez_Delia_pg-004.jpg,2592,3456,Signature,1220,3294,1237,3309
AGN_DFS_C.151_Morales_Lopez_Delia_pg-004.jpg,2592,3456,Signature,1302,3289,1330,3308
AGN_DFS_C.151_Morales_Lopez_Delia_pg-004.jpg,2592,3456,Signature,264,3086,329,3125
AGN_DFS_C.151_Morales_Lopez_Delia_pg-005.jpg,2592,3456,Signature,2102,3369,2120,3387
AGN_DFS_C.151_Morales_Lopez_Delia_pg-005.jpg,2592,3456,Signature,2035,3357,2095,3419
AGN_DFS_C.151_Morales_Lopez_Delia_pg-005.jpg,2592,3456,Signature,1499,3294,1526,3309
AGN_DFS_C.151_Morales_Lopez_Delia_pg-005.jpg,2592,3456,Signature,1443,3268,1463,3280
AGN_DFS_C.151_Morales_Lopez_Delia_pg-005.jpg,2592,3456,Signature,1541,3243,1559,3254
AGN_DFS_C.151_Morales_Lopez_Delia_pg-006.jpg,2592,3456,Signature,1336,3368,1359,3377
AGN_DFS_C.151_Morales_Lopez_Delia_pg-006.jpg,2592,3456,Signature,1197,3362,1210,3376
AGN_DFS_C.151_Morales_Lopez_Delia_pg-006.jpg,2592,3456,Signature,1150,3362,1175,3375
AGN_DFS_C.151_Morales_Lopez_Delia_pg-006.jpg,2592,3456,Signature,1116,3362,1139,3375
AGN_DFS_C.151_Morales_Lopez_Delia_pg-006.jpg,2592,3456,Signature,1178,3361,1194,3375
AGN_DFS_C.151_Morales_Lopez_Delia_pg-007.jpg,2592,3456,Signature,1083,3371,1120,3382
AGN_DFS_C.151_Morales_Lopez_Delia_pg-007.jpg,2592,3456,Signature,745,3370,812,3382
AGN_DFS_C.151_Morales_Lopez_Delia_pg-007.jpg,2592,3456,Signature,617,3352,630,3374
AGN_DFS_C.151_Morales_Lopez_Delia_pg-007.jpg,2592,3456,Signature,982,3107,994,3125
AGN_DFS_C.151_Morales_Lopez_Delia_pg-007.jpg,2592,3456,Signature,639,3095,659,3105
AGN_DFS_C.151_Morales_Lopez_Delia_pg-008.jpg,2592,3456,Signature,1679,3337,1730,3346
AGN_DFS_C.151_Morales_Lopez_Delia_pg-008.jpg,2592,3456,Signature,1612,3333,1678,3343
AGN_DFS_C.151_Morales_Lopez_Delia_pg-008.jpg,2592,3456,Signature,1775,3326,1808,3350
AGN_DFS_C.151_Morales_Lopez_Delia_pg-008.jpg,2592,3456,Signature,1443,3319,1463,3329
AGN_DFS_C.151_Morales_Lopez_Delia_pg-008.jpg,2592,3456,Signature,1636,3307,1647,3323
AGN_DFS_C.151_Morales_Lopez_Delia_pg-009.jpg,2592,3456,Signature,890,2798,964,2838
AGN_DFS_C.151_Morales_Lopez_Delia_pg-009.jpg,2592,3456,Signature,499,2763,619,2809
AGN_DFS_C.151_Morales_Lopez_Delia_pg-009.jpg,2592,3456,Signature,813,2690,885,2737
AGN_DFS_C.151_Morales_Lopez_Delia_pg-009.jpg,2592,3456,Signature,504,2672,805,2773
AGN_DFS_C.151_Morales_Lopez_Delia_pg-009.jpg,2592,3456,Signature,895,2654,1046,2702
AGN_DFS_C.151_Morales_Lopez_Delia_pg-010.jpg,2592,3456,Signature,2131,3268,2152,3278
AGN_DFS_C.151_Morales_Lopez_Delia_pg-010.jpg,2592,3456,Signature,2168,3246,2180,3267
AGN_DFS_C.151_Morales_Lopez_Delia_pg-010.jpg,2592,3456,Signature,2143,3238,2166,3268
AGN_DFS_C.151_Morales_Lopez_Delia_pg-010.jpg,2592,3456,Signature,1709,3211,1723,3228
AGN_DFS_C.151_Morales_Lopez_Delia_pg-010.jpg,2592,3456,Signature,2217,3177,2228,3192
AGN_DFS_C.151_Morales_Lopez_Delia_pg-011.jpg,2592,3456,Signature,0,3425,6,3456
AGN_DFS_C.151_Morales_Lopez_Delia_pg-011.jpg,2592,3456,Signature,1797,2943,1816,2962
AGN_DFS_C.151_Morales_Lopez_Delia_pg-011.jpg,2592,3456,Signature,1696,2875,1710,2888
AGN_DFS_C.151_Morales_Lopez_Delia_pg-011.jpg,2592,3456,Signature,461,2848,545,2894
AGN_DFS_C.151_Morales_Lopez_Delia_pg-011.jpg,2592,3456,Signature,348,2844,452,2884
AGN_DFS_C.151_Morales_Lopez_Delia_pg-012.jpg,2592,3456,Signature,2259,3078,2305,3087
AGN_DFS_C.151_Morales_Lopez_Delia_pg-012.jpg,2592,3456,Signature,2194,3075,2231,3083
AGN_DFS_C.151_Morales_Lopez_Delia_pg-012.jpg,2592,3456,Signature,1988,3066,2190,3081
AGN_DFS_C.151_Morales_Lopez_Delia_pg-012.jpg,2592,3456,Signature,1894,3063,1957,3070
AGN_DFS_C.151_Morales_Lopez_Delia_pg-012.jpg,2592,3456,Signature,1867,3061,1892,3069
AGN_DFS_C.151_Morales_Lopez_Delia_pg-013.jpg,2592,3456,Signature,2142,3445,2168,3456
AGN_DFS_C.151_Morales_Lopez_Delia_pg-013.jpg,2592,3456,Signature,1948,3439,1961,3456
AGN_DFS_C.151_Morales_Lopez_Delia_pg-013.jpg,2592,3456,Signature,1974,3438,1994,3455
AGN_DFS_C.151_Morales_Lopez_Delia_pg-013.jpg,2592,3456,Signature,1911,3408,1932,3426
AGN_DFS_C.151_Morales_Lopez_Delia_pg-013.jpg,2592,3456,Signature,1937,3404,1949,3418
AGN_DFS_C.151_Morales_Lopez_Delia_pg-014.jpg,2592,3456,Signature,1453,3448,1492,3456
AGN_DFS_C.151_Morales_Lopez_Delia_pg-014.jpg,2592,3456,Signature,1495,3441,1543,3456
AGN_DFS_C.151_Morales_Lopez_Delia_pg-014.jpg,2592,3456,Signature,1545,3422,1610,3456
AGN_DFS_C.151_Morales_Lopez_Delia_pg-014.jpg,2592,3456,Signature,1359,3266,1380,3279
AGN_DFS_C.151_Morales_Lopez_Delia_pg-014.jpg,2592,3456,Signature,1339,3262,1353,3281
AGN_DFS_C.151_Morales_Lopez_Delia_pg-015.jpg,2592,3456,Signature,1476,3314,1497,3326
AGN_DFS_C.151_Morales_Lopez_Delia_pg-015.jpg,2592,3456,Signature,1421,3312,1462,3328
AGN_DFS_C.151_Morales_Lopez_Delia_pg-015.jpg,2592,3456,Signature,963,3289,985,3314
AGN_DFS_C.151_Morales_Lopez_Delia_pg-015.jpg,2592,3456,Signature,827,3287,854,3312
AGN_DFS_C.151_Morales_Lopez_Delia_pg-015.jpg,2592,3456,Signature,933,3286,956,3307
AGN_DFS_C.151_Morales_Lopez_Delia_pg-016.jpg,2592,3456,Signature,2151,3435,2169,3456
AGN_DFS_C.151_Morales_Lopez_Delia_pg-016.jpg,2592,3456,Signature,1284,3305,1310,3321
AGN_DFS_C.151_Morales_Lopez_Delia_pg-016.jpg,2592,3456,Signature,1229,3303,1275,3317
AGN_DFS_C.151_Morales_Lopez_Delia_pg-016.jpg,2592,3456,Signature,1172,3294,1223,3310
AGN_DFS_C.151_Morales_Lopez_Delia_pg-016.jpg,2592,3456,Signature,1137,3288,1172,3302
AGN_DFS_C.151_Morales_Lopez_Delia_pg-017.jpg,2592,3456,Signature,1875,3260,1895,3290
AGN_DFS_C.151_Morales_Lopez_Delia_pg-017.jpg,2592,3456,Signature,1836,3259,1854,3273
AGN_DFS_C.151_Morales_Lopez_Delia_pg-017.jpg,2592,3456,Signature,2229,3256,2277,3322
AGN_DFS_C.151_Morales_Lopez_Delia_pg-017.jpg,2592,3456,Signature,1638,3241,1769,3284
AGN_DFS_C.151_Morales_Lopez_Delia_pg-017.jpg,2592,3456,Signature,2324,3203,2334,3226
AGN_DFS_C.151_Morales_Lopez_Delia_pg-018.jpg,2592,3456,Signature,1793,3421,1814,3438
AGN_DFS_C.151_Morales_Lopez_Delia_pg-018.jpg,2592,3456,Signature,1895,3417,1909,3432
AGN_DFS_C.151_Morales_Lopez_Delia_pg-018.jpg,2592,3456,Signature,1777,3411,2060,3456
AGN_DFS_C.151_Morales_Lopez_Delia_pg-018.jpg,2592,3456,Signature,1791,3408,1807,3419
AGN_DFS_C.151_Morales_Lopez_Delia_pg-018.jpg,2592,3456,Signature,1962,3393,1977,3410
AGN_DFS_C.151_Morales_Lopez_Delia_pg-019.jpg,2592,3456,Signature,2197,3350,2214,3367
AGN_DFS_C.151_Morales_Lopez_Delia_pg-019.jpg,2592,3456,Signature,2082,3271,2102,3289
AGN_DFS_C.151_Morales_Lopez_Delia_pg-019.jpg,2592,3456,Signature,1467,3224,1674,3268
AGN_DFS_C.151_Morales_Lopez_Delia_pg-019.jpg,2592,3456,Signature,1747,3191,1757,3207
AGN_DFS_C.151_Morales_Lopez_Delia_pg-019.jpg,2592,3456,Signature,1364,3124,1459,3161
AGN_DFS_C.151_Morales_Lopez_Delia_pg-020.jpg,2592,3456,Signature,2161,3440,2182,3456
AGN_DFS_C.151_Morales_Lopez_Delia_pg-020.jpg,2592,3456,Signature,1253,3440,1266,3456
AGN_DFS_C.151_Morales_Lopez_Delia_pg-020.jpg,2592,3456,Signature,2183,3437,2216,3456
AGN_DFS_C.151_Morales_Lopez_Delia_pg-020.jpg,2592,3456,Signature,2004,3434,2030,3456
AGN_DFS_C.151_Morales_Lopez_Delia_pg-020.jpg,2592,3456,Signature,2209,3429,2225,3440
AGN_DFS_C.151_Morales_Lopez_Delia_pg-021.jpg,2592,3456,Signature,1925,3446,1940,3456
AGN_DFS_C.151_Morales_Lopez_Delia_pg-021.jpg,2592,3456,Signature,1861,3437,1889,3456
AGN_DFS_C.151_Morales_Lopez_Delia_pg-021.jpg,2592,3456,Signature,1819,3432,1840,3454
AGN_DFS_C.151_Morales_Lopez_Delia_pg-021.jpg,2592,3456,Signature,1871,3421,1883,3435
AGN_DFS_C.151_Morales_Lopez_Delia_pg-021.jpg,2592,3456,Signature,1835,3408,1859,3446
AGN_DFS_C.151_Morales_Lopez_Delia_pg-022.jpg,2592,3456,Signature,2315,3124,2412,3136
AGN_DFS_C.151_Morales_Lopez_Delia_pg-022.jpg,2592,3456,Signature,2228,3120,2314,3131
AGN_DFS_C.151_Morales_Lopez_Delia_pg-022.jpg,2592,3456,Signature,2087,3114,2159,3124
AGN_DFS_C.151_Morales_Lopez_Delia_pg-022.jpg,2592,3456,Signature,2058,3112,2082,3120
AGN_DFS_C.151_Morales_Lopez_Delia_pg-022.jpg,2592,3456,Signature,1999,3110,2031,3118
AGN_DFS_C.151_Morales_Lopez_Delia_pg-023.jpg,2592,3456,Signature,2362,3339,2374,3371
AGN_DFS_C.151_Morales_Lopez_Delia_pg-023.jpg,2592,3456,Signature,817,3225,2325,3274
AGN_DFS_C.151_Morales_Lopez_Delia_pg-023.jpg,2592,3456,Signature,763,3223,785,3230
AGN_DFS_C.151_Morales_Lopez_Delia_pg-023.jpg,2592,3456,Signature,715,3221,738,3228
AGN_DFS_C.151_Morales_Lopez_Delia_pg-023.jpg,2592,3456,Signature,672,3219,698,3226
AGN_DFS_C.151_Morales_Lopez_Delia_pg-024.jpg,2592,3456,Signature,1289,3347,2415,3410
AGN_DFS_C.151_Morales_Lopez_Delia_pg-024.jpg,2592,3456,Signature,1067,3334,1288,3353
AGN_DFS_C.151_Morales_Lopez_Delia_pg-024.jpg,2592,3456,Signature,969,3329,1065,3340
AGN_DFS_C.151_Morales_Lopez_Delia_pg-024.jpg,2592,3456,Signature,1738,3037,1754,3047
AGN_DFS_C.151_Morales_Lopez_Delia_pg-024.jpg,2592,3456,Signature,1323,3024,1340,3039
AGN_DFS_C.151_Morales_Lopez_Delia_pg-025.jpg,2592,3456,Signature,2000,3319,2446,3335
AGN_DFS_C.151_Morales_Lopez_Delia_pg-025.jpg,2592,3456,Signature,1638,3299,1999,3326
AGN_DFS_C.151_Morales_Lopez_Delia_pg-025.jpg,2592,3456,Signature,1553,3294,1637,3306
AGN_DFS_C.151_Morales_Lopez_Delia_pg-025.jpg,2592,3456,Signature,1513,3292,1549,3300
AGN_DFS_C.151_Morales_Lopez_Delia_pg-025.jpg,2592,3456,Signature,1273,3280,1508,3298
AGN_DFS_C.151_Morales_Lopez_Delia_pg-026.jpg,2592,3456,Signature,2175,3357,2400,3375
AGN_DFS_C.151_Morales_Lopez_Delia_pg-026.jpg,2592,3456,Signature,2135,3356,2174,3364
AGN_DFS_C.151_Morales_Lopez_Delia_pg-026.jpg,2592,3456,Signature,2064,3353,2099,3361
AGN_DFS_C.151_Morales_Lopez_Delia_pg-026.jpg,2592,3456,Signature,1980,3350,2056,3359
AGN_DFS_C.151_Morales_Lopez_Delia_pg-026.jpg,2592,3456,Signature,1913,3347,1979,3356
AGN_DFS_C.151_Morales_Lopez_Delia_pg-027.jpg,2592,3456,Signature,2567,3390,2578,3456
AGN_DFS_C.151_Morales_Lopez_Delia_pg-027.jpg,2592,3456,Signature,2566,3349,2574,3375
AGN_DFS_C.151_Morales_Lopez_Delia_pg-027.jpg,2592,3456,Signature,2009,3297,2486,3315
AGN_DFS_C.151_Morales_Lopez_Delia_pg-027.jpg,2592,3456,Signature,1762,3292,2006,3305
AGN_DFS_C.151_Morales_Lopez_Delia_pg-027.jpg,2592,3456,Signature,1544,3290,1708,3300
AGN_DFS_C.151_Morales_Lopez_Delia_pg-028.jpg,2592,3456,Signature,1129,3442,1161,3456
AGN_DFS_C.151_Morales_Lopez_Delia_pg-028.jpg,2592,3456,Signature,1148,3436,1163,3449
AGN_DFS_C.151_Morales_Lopez_Delia_pg-028.jpg,2592,3456,Signature,2197,3433,2210,3452
AGN_DFS_C.151_Morales_Lopez_Delia_pg-028.jpg,2592,3456,Signature,1168,3426,1255,3456
AGN_DFS_C.151_Morales_Lopez_Delia_pg-028.jpg,2592,3456,Signature,906,3421,923,3437
AGN_DFS_C.160_Murillo_de_Ramirez_Juventina_Martha_pg-000.jpg,2592,3456,Signature,2378,3077,2396,3099
AGN_DFS_C.160_Murillo_de_Ramirez_Juventina_Martha_pg-000.jpg,2592,3456,Signature,2208,3049,2222,3064
AGN_DFS_C.160_Murillo_de_Ramirez_Juventina_Martha_pg-000.jpg,2592,3456,Signature,2225,3044,2241,3060
AGN_DFS_C.160_Murillo_de_Ramirez_Juventina_Martha_pg-000.jpg,2592,3456,Signature,2252,3035,2266,3056
AGN_DFS_C.160_Murillo_de_Ramirez_Juventina_Martha_pg-000.jpg,2592,3456,Signature,2274,3031,2294,3042
AGN_DFS_C.160_Murillo_de_Ramirez_Juventina_Martha_pg-001.jpg,2592,3456,Signature,0,0,2592,3456
AGN_DFS_C.160_Murillo_de_Ramirez_Juventina_Martha_pg-002.jpg,2592,3456,Signature,1950,3285,1989,3310
AGN_DFS_C.160_Murillo_de_Ramirez_Juventina_Martha_pg-002.jpg,2592,3456,Signature,1748,3279,1794,3293
AGN_DFS_C.160_Murillo_de_Ramirez_Juventina_Martha_pg-002.jpg,2592,3456,Signature,1908,3277,1915,3299
AGN_DFS_C.160_Murillo_de_Ramirez_Juventina_Martha_pg-002.jpg,2592,3456,Signature,1990,3276,2115,3320
AGN_DFS_C.160_Murillo_de_Ramirez_Juventina_Martha_pg-002.jpg,2592,3456,Signature,1715,3262,1793,3280
AGN_DFS_C.160_Murillo_de_Ramirez_Juventina_Martha_pg-003.jpg,2592,3456,Signature,1726,3101,1733,3145
AGN_DFS_C.160_Murillo_de_Ramirez_Juventina_Martha_pg-003.jpg,2592,3456,Signature,1113,3101,1219,3129
AGN_DFS_C.160_Murillo_de_Ramirez_Juventina_Martha_pg-003.jpg,2592,3456,Signature,1399,3098,1406,3135
AGN_DFS_C.160_Murillo_de_Ramirez_Juventina_Martha_pg-003.jpg,2592,3456,Signature,702,3049,727,3116
AGN_DFS_C.160_Murillo_de_Ramirez_Juventina_Martha_pg-003.jpg,2592,3456,Signature,703,3039,726,3047
